mbfc_url,name,url,leaning
http://mediabiasfactcheck.com/amandla/,amandla,http://aidc.org.za/amandla-media/,left
http://mediabiasfactcheck.com/america-magazine/,america-magazine,http://www.americamagazine.org/,leftcenter
http://mediabiasfactcheck.com/americablog/,americablog,http://americablog.com/,left
http://mediabiasfactcheck.com/american-action-forum/,american-action-forum,https://www.americanactionforum.org/,right-center
http://mediabiasfactcheck.com/american-bridge-21st-century/,american-bridge-21st-century,https://americanbridgepac.org/,left
http://mediabiasfactcheck.com/american-civil-liberties-union-aclu/,american-civil-liberties-union-aclu,https://www.aclu.org/,leftcenter
http://mediabiasfactcheck.com/american-college-of-pediatricians/,american-college-of-pediatricians,https://www.acpeds.org/,right
http://mediabiasfactcheck.com/american-council-on-science-and-health/,american-council-on-science-and-health,http://acsh.org/,right-center
http://mediabiasfactcheck.com/american-enterprise-institute/,american-enterprise-institute,https://www.aei.org/,right
http://mediabiasfactcheck.com/american-family-association/,american-family-association,http://www.afa.net/,extremeright
http://mediabiasfactcheck.com/american-flavor/,american-flavor,http://americanflavor.news/,extremeright
http://mediabiasfactcheck.com/american-foreign-policy-council/,american-foreign-policy-council,http://www.afpc.org/,right-center
http://mediabiasfactcheck.com/american-freedom-fighters/,american-freedom-fighters,http://www.americasfreedomfighters.com/,extremeright
http://mediabiasfactcheck.com/american-lookout/,american-lookout,https://americanlookout.com/,extremeright
http://mediabiasfactcheck.com/american-news-x/,american-news-x,http://americannewsx.com/,left
http://mediabiasfactcheck.com/american-news/,american-news,https://www.americandailynews.org/,extremeright
http://mediabiasfactcheck.com/american-patriot-daily/,american-patriot-daily,http://www.americanpatriotdaily.com/,extremeright
http://mediabiasfactcheck.com/american-people-network/,american-people-network,http://americanpeoplenetwork.com/,extremeright
http://mediabiasfactcheck.com/american-renaissance-magazine/,american-renaissance-magazine,http://www.amren.com/,extremeright
http://mediabiasfactcheck.com/american-spectator/,american-spectator,https://spectator.org/,right
http://mediabiasfactcheck.com/american-thinker/,american-thinker,http://www.americanthinker.com/,extremeright
http://mediabiasfactcheck.com/american-today/,american-today,http://americantoday.news/,extremeright
http://mediabiasfactcheck.com/american-updater/,american-updater,http://americanupdater.com/,extremeright
http://mediabiasfactcheck.com/american-web-media-awm/,american-web-media-awm,http://awm.com/,right
http://mediabiasfactcheck.com/americans-against-the-tea-party-aattp/,americans-against-the-tea-party-aattp,http://aattp.org/,extremeleft
http://mediabiasfactcheck.com/americans-for-prosperity/,americans-for-prosperity,http://americansforprosperity.org,right
http://mediabiasfactcheck.com/ammoland/,ammoland,http://www.ammoland.com/,right
http://mediabiasfactcheck.com/anti-defamation-league/,anti-defamation-league,http://www.adl.org/,leftcenter
http://mediabiasfactcheck.com/anti-war/,anti-war,http://antiwar.com/,right-center
http://mediabiasfactcheck.com/aol/,aol,https://www.aol.com/,leftcenter
http://mediabiasfactcheck.com/ara-news/,ara-news,http://aranews.net/,leftcenter
http://mediabiasfactcheck.com/arab-news/,arab-news,http://www.arabnews.com/,right-center
http://mediabiasfactcheck.com/arizona-daily-star/,arizona-daily-star,http://tucson.com/,leftcenter
http://mediabiasfactcheck.com/arizona-republic/,arizona-republic,http://www.azcentral.com/,right-center
http://mediabiasfactcheck.com/arkansas-democrat-gazette/,arkansas-democrat-gazette,http://www.arkansasonline.com/,right-center
http://mediabiasfactcheck.com/asheville-citizen-times/,asheville-citizen-times,http://www.citizen-times.com/,leftcenter
http://mediabiasfactcheck.com/associated-press/,associated-press,https://apnews.com/,center
http://mediabiasfactcheck.com/atlanta-journal-constitution/,atlanta-journal-constitution,http://www.ajc.com/,leftcenter
http://mediabiasfactcheck.com/atlantic-council/,atlantic-council,http://www.atlanticcouncil.org/,center
http://mediabiasfactcheck.com/atlantic-media/,atlantic-media,http://www.atlanticmedia.com/,leftcenter
http://mediabiasfactcheck.com/attn/,attn,http://www.attn.com/,leftcenter
http://mediabiasfactcheck.com/aurora-news/,aurora-news,http://aurora-news.us/,extremeright
http://mediabiasfactcheck.com/axios/,axios,https://www.axios.com/,leftcenter
http://mediabiasfactcheck.com/backchannel/,backchannel,https://backchannel.com/,leftcenter
http://mediabiasfactcheck.com/backed-by-fact/,backed-by-fact,http://backedbyfact.com/,left
http://mediabiasfactcheck.com/ballotpedia/,ballotpedia,https://ballotpedia.org/Main_Page,center
http://mediabiasfactcheck.com/baltimore-sun/,baltimore-sun,http://www.baltimoresun.com/,leftcenter
http://mediabiasfactcheck.com/baptist-news-global/,baptist-news-global,https://baptistnews.com/,leftcenter
http://mediabiasfactcheck.com/bare-naked-islam/,bare-naked-islam,https://www.barenakedislam.com/,extremeright
http://mediabiasfactcheck.com/bay-area-reporter/,bay-area-reporter,http://www.ebar.com/,left
http://mediabiasfactcheck.com/bb4sp/,bb4sp,http://bb4sp.com/,extremeright
http://mediabiasfactcheck.com/bbarta24/,bbarta24,http://en.bbarta24.net/,center
http://mediabiasfactcheck.com/bbc/,bbc,http://www.bbc.com/news,leftcenter
http://mediabiasfactcheck.com/bdnews24/,bdnews24,http://bdnews24.com/,center
http://mediabiasfactcheck.com/before-its-news/,before-its-news,http://beforeitsnews.com/,extremeright
http://mediabiasfactcheck.com/beijing-review/,beijing-review,http://www.bjreview.com/,leftcenter
http://mediabiasfactcheck.com/being-libertarian/,being-libertarian,https://beinglibertarian.com/,right
http://mediabiasfactcheck.com/bellingcat/,bellingcat,https://www.bellingcat.com/,center
http://mediabiasfactcheck.com/berkshire-eagle/,berkshire-eagle,http://www.berkshireeagle.com/,leftcenter
http://mediabiasfactcheck.com/better-government-association/,better-government-association,http://www.bettergov.org/,center
http://mediabiasfactcheck.com/big-blue-vision/,big-blue-vision,http://bigbluevision.org/,extremeright
http://mediabiasfactcheck.com/big-government-news/,big-government-news,http://biggovernment.news/index.html,right
http://mediabiasfactcheck.com/big-think/,big-think,https://bigthink.com/,center
http://mediabiasfactcheck.com/billmoyers-com/,billmoyers-com,http://billmoyers.com/,leftcenter
http://mediabiasfactcheck.com/bipartisan-report/,bipartisan-report,http://www.bipartisanreport.com/,extremeleft
http://mediabiasfactcheck.com/bitch-media/,bitch-media,https://bitchmedia.org/,left
http://mediabiasfactcheck.com/bizpac-review/,bizpac-review,http://www.bizpacreview.com/,right
http://mediabiasfactcheck.com/black-agenda-report/,black-agenda-report,http://blackagendareport.com/,left
http://mediabiasfactcheck.com/black-genocide/,black-genocide,http://www.blackgenocide.org/home.html,extremeright
http://mediabiasfactcheck.com/black-lives-matter/,black-lives-matter,http://blacklivesmatter.com/,left
http://mediabiasfactcheck.com/blastingnews/,blastingnews,http://us.blastingnews.com/,leftcenter
http://mediabiasfactcheck.com/bloomberg/,bloomberg,https://www.bloomberg.com/,leftcenter
http://mediabiasfactcheck.com/blue-dot-daily/,blue-dot-daily,http://www.bluedotdaily.com/,left
http://mediabiasfactcheck.com/blue-lives-matter/,blue-lives-matter,http://bluelivesmatter.blue/,right
http://mediabiasfactcheck.com/blue-nation-review/,blue-nation-review,http://bluenationreview.com/,left
http://mediabiasfactcheck.com/blue-vision-post/,blue-vision-post,http://bluevisionpost.com/,extremeright
http://mediabiasfactcheck.com/bluestem-prairie/,bluestem-prairie,http://www.bluestemprairie.com/,leftcenter
http://mediabiasfactcheck.com/bluevision-news/,bluevision-news,http://bluevision.news/,extremeright
http://mediabiasfactcheck.com/boing-boing/,boing-boing,http://boingboing.net/,left
http://mediabiasfactcheck.com/boston-globe/,boston-globe,https://www.bostonglobe.com/,leftcenter
http://mediabiasfactcheck.com/boston-herald/,boston-herald,http://www.bostonherald.com/,right-center
http://mediabiasfactcheck.com/boy-genius-report-bgr/,boy-genius-report-bgr,http://bgr.com/,leftcenter
http://mediabiasfactcheck.com/breaking-defense/,breaking-defense,http://breakingdefense.com/,right-center
http://mediabiasfactcheck.com/breitbart-unmasked/,breitbart-unmasked,http://www.breitbartunmasked.com/,left
http://mediabiasfactcheck.com/breitbart/,breitbart,http://www.breitbart.com/,extremeright
http://mediabiasfactcheck.com/bridge-magazine/,bridge-magazine,http://www.bridgemi.com,center
http://mediabiasfactcheck.com/brief-news/,brief-news,http://www.brief.news/,center
http://mediabiasfactcheck.com/brookings-institute/,brookings-institute,https://www.brookings.edu/,leftcenter
http://mediabiasfactcheck.com/buffalo-news/,buffalo-news,http://www.buffalonews.com/,leftcenter
http://mediabiasfactcheck.com/bulletin-of-the-atomic-scientists/,bulletin-of-the-atomic-scientists,http://thebulletin.org/,center
http://mediabiasfactcheck.com/business-insider/,business-insider,http://www.businessinsider.com/,leftcenter
http://mediabiasfactcheck.com/bust-magazine/,bust-magazine,http://bust.com/,left
http://mediabiasfactcheck.com/bustle-magazine/,bustle-magazine,https://www.bustle.com/,leftcenter
http://mediabiasfactcheck.com/buzzfeed/,buzzfeed,https://www.buzzfeed.com/news,leftcenter
http://mediabiasfactcheck.com/c-span/,c-span,http://www.c-span.org/,center
http://mediabiasfactcheck.com/calgary-herald/,calgary-herald,http://calgaryherald.com/,leftcenter
http://mediabiasfactcheck.com/calgary-sun/,calgary-sun,http://www.calgarysun.com/,right-center
http://mediabiasfactcheck.com/california-political-review/,california-political-review,http://www.capoliticalreview.com/,right-center
http://mediabiasfactcheck.com/campaign-life-coalition/,campaign-life-coalition,http://www.campaignlifecoalition.com/,right
http://mediabiasfactcheck.com/canada-free-press/,canada-free-press,http://canadafreepress.com/,extremeright
http://mediabiasfactcheck.com/canadian-dimension/,canadian-dimension,https://canadiandimension.com/,left
http://mediabiasfactcheck.com/canadian-taxpayers-federation/,canadian-taxpayers-federation,http://www.taxpayer.com/,right-center
http://mediabiasfactcheck.com/carbonated-tv/,carbonated-tv,http://www.carbonated.tv/,left
http://mediabiasfactcheck.com/carnegie-endowment-for-international-peace/,carnegie-endowment-for-international-peace,http://carnegieendowment.org/,center
http://mediabiasfactcheck.com/carolina-public-press/,carolina-public-press,http://carolinapublicpress.org/,leftcenter
http://mediabiasfactcheck.com/castanet/,castanet,http://www.castanet.net/,center
http://mediabiasfactcheck.com/cato-institute/,cato-institute,https://www.cato.org/,right-center
http://mediabiasfactcheck.com/cbc-news-canadian-broadcasting/,cbc-news-canadian-broadcasting,http://www.cbc.ca/news,leftcenter
http://mediabiasfactcheck.com/cbs-news/,cbs-news,http://www.cbsnews.com/,leftcenter
http://mediabiasfactcheck.com/cctv-america/,cctv-america,http://www.cctv-america.com/,leftcenter
http://mediabiasfactcheck.com/censored-news/,censored-news,http://www.censored.news/,extremeright
http://mediabiasfactcheck.com/center-for-a-new-american-security/,center-for-a-new-american-security,http://www.cnas.org/,center
http://mediabiasfactcheck.com/center-for-a-stateless-society/,center-for-a-stateless-society,https://c4ss.org/,right-center
http://mediabiasfactcheck.com/center-for-advanced-defense-studies/,center-for-advanced-defense-studies,http://c4ads.org/,center
http://mediabiasfactcheck.com/center-for-american-progress/,center-for-american-progress,https://www.americanprogress.org/,left
http://mediabiasfactcheck.com/center-for-global-development/,center-for-global-development,http://www.cgdev.org/,center
http://mediabiasfactcheck.com/center-for-immigration-studies-cis/,center-for-immigration-studies-cis,http://cis.org/,extremeright
http://mediabiasfactcheck.com/center-for-inquiry/,center-for-inquiry,http://www.centerforinquiry.net/,center
http://mediabiasfactcheck.com/center-for-international-policy/,center-for-international-policy,https://www.ciponline.org/,leftcenter
http://mediabiasfactcheck.com/center-for-media-and-democracy/,center-for-media-and-democracy,http://www.prwatch.org/cmd,left
http://mediabiasfactcheck.com/center-for-public-integrity/,center-for-public-integrity,https://www.publicintegrity.org/,center
http://mediabiasfactcheck.com/center-for-responsive-politics-open-secrets/,center-for-responsive-politics-open-secrets,http://www.opensecrets.org/,center
http://mediabiasfactcheck.com/center-for-strategic-and-international-studies/,center-for-strategic-and-international-studies,https://www.csis.org/,center
http://mediabiasfactcheck.com/center-for-the-national-interest/,center-for-the-national-interest,,right-center
http://mediabiasfactcheck.com/change-org/,change-org,https://www.change.org/,left
http://mediabiasfactcheck.com/charleston-gazette-mail/,charleston-gazette-mail,http://www.wvgazettemail.com/,leftcenter
http://mediabiasfactcheck.com/charlotte-observer/,charlotte-observer,http://www.charlotteobserver.com/,leftcenter
http://mediabiasfactcheck.com/chicago-reader/,chicago-reader,http://www.chicagoreader.com/,left
http://mediabiasfactcheck.com/chicago-sun-times/,chicago-sun-times,http://chicago.suntimes.com/,leftcenter
http://mediabiasfactcheck.com/chicago-tribune/,chicago-tribune,http://www.chicagotribune.com/,right-center
http://mediabiasfactcheck.com/chicks-on-the-right/,chicks-on-the-right,http://www.chicksontheright.com/,right
http://mediabiasfactcheck.com/china-daily/,china-daily,http://www.chinadaily.com.cn/,extremeright
http://mediabiasfactcheck.com/christian-post/,christian-post,http://www.christianpost.com/,right
http://mediabiasfactcheck.com/christian-science-monitor/,christian-science-monitor,http://www.csmonitor.com/,center
http://mediabiasfactcheck.com/christianity-today/,christianity-today,http://www.christianitytoday.com/,right-center
http://mediabiasfactcheck.com/chronicles-magazine-rockford/,chronicles-magazine-rockford,https://www.chroniclesmagazine.org/,right
http://mediabiasfactcheck.com/chronicles-of-democracy/,chronicles-of-democracy,http://www.chroniclesofdemocracy.com/,left
http://mediabiasfactcheck.com/cincinnati-enquirer/,cincinnati-enquirer,http://www.cincinnati.com/,right-center
http://mediabiasfactcheck.com/circa-news/,circa-news,http://circa.com/,right-center
http://mediabiasfactcheck.com/citizens-for-legitimate-government-clg-news/,citizens-for-legitimate-government-clg-news,http://www.legitgov.org/,leftcenter
http://mediabiasfactcheck.com/citizens-for-tax-justice/,citizens-for-tax-justice,http://ctj.org/,leftcenter
http://mediabiasfactcheck.com/citizens-united/,citizens-united,http://citizensunited.org/index.aspx,right
http://mediabiasfactcheck.com/city-and-state-new-york/,city-and-state-new-york,http://cityandstateny.com/,center
http://mediabiasfactcheck.com/city-journal/,city-journal,http://www.city-journal.org/,right
http://mediabiasfactcheck.com/cityworldnews/,cityworldnews,http://cityworldnews.com/,extremeright
http://mediabiasfactcheck.com/clarion-project/,clarion-project,https://clarionproject.org/,extremeright
http://mediabiasfactcheck.com/clash-daily/,clash-daily,http://clashdaily.com/,extremeright
http://mediabiasfactcheck.com/clean-technica/,clean-technica,https://cleantechnica.com/,leftcenter
http://mediabiasfactcheck.com/cnbc/,cnbc,http://www.cnbc.com/,leftcenter
http://mediabiasfactcheck.com/cnn-com-de/,cnn-com-de,http://cnn.com.de/,extremeright
http://mediabiasfactcheck.com/cnn-globalnews-com/,cnn-globalnews-com,http://www.cnn-globalnews.com/,extremeright
http://mediabiasfactcheck.com/cnn/,cnn,http://www.cnn.com/,left
http://mediabiasfactcheck.com/cns-news/,cns-news,http://www.cnsnews.com/,extremeright
http://mediabiasfactcheck.com/cold-dead-hands/,cold-dead-hands,http://www.colddeadhands.us/,right
http://mediabiasfactcheck.com/colorado-springs-gazette/,colorado-springs-gazette,http://gazette.com/,right-center
http://mediabiasfactcheck.com/columbia-journalism-review/,columbia-journalism-review,http://www.cjr.org/,leftcenter
http://mediabiasfactcheck.com/columbus-dispatch/,columbus-dispatch,http://www.dispatch.com/,right-center
http://mediabiasfactcheck.com/commentary-magazine/,commentary-magazine,https://www.commentarymagazine.com/,right
http://mediabiasfactcheck.com/committee-for-a-responsible-federal-budget/,committee-for-a-responsible-federal-budget,http://crfb.org/,center
http://mediabiasfactcheck.com/committee-for-economic-development/,committee-for-economic-development,https://www.ced.org/,center
http://mediabiasfactcheck.com/committee-to-protect-journalists/,committee-to-protect-journalists,https://www.cpj.org/,center
http://mediabiasfactcheck.com/common-dreams/,common-dreams,https://www.commondreams.org/,left
http://mediabiasfactcheck.com/commonwealth-fund/,commonwealth-fund,http://www.commonwealthfund.org/,leftcenter
http://mediabiasfactcheck.com/communities-digital-news/,communities-digital-news,http://www.commdiginews.com/,right
http://mediabiasfactcheck.com/competitive-enterprise-institute/,competitive-enterprise-institute,https://cei.org/,right-center
http://mediabiasfactcheck.com/conflict-news/,conflict-news,http://www.conflict-news.com/,center
http://mediabiasfactcheck.com/congress-gov/,congress-gov,https://www.congress.gov/,center
http://mediabiasfactcheck.com/congressional-budget-office-cbo/,congressional-budget-office-cbo,https://www.cbo.gov/,center
http://mediabiasfactcheck.com/conservapedia/,conservapedia,http://www.conservapedia.com/Main_Page,extremeright
http://mediabiasfactcheck.com/conservation-magazine/,conservation-magazine,http://www.anthropocenemagazine.org/,center
http://mediabiasfactcheck.com/conservative-101/,conservative-101,https://conservative101.com/,extremeright
http://mediabiasfactcheck.com/conservative-base/,conservative-base,https://conservativebase.com/,right
http://mediabiasfactcheck.com/conservative-daily-news/,conservative-daily-news,http://www.conservativedailynews.com/,right
http://mediabiasfactcheck.com/conservative-daily-post/,conservative-daily-post,https://conservativedailypost.com/,extremeright
http://mediabiasfactcheck.com/conservative-fighters/,conservative-fighters,http://conservativefighters.com/,extremeright
http://mediabiasfactcheck.com/conservative-flash-news/,conservative-flash-news,http://conservativeflashnews.com/,extremeright
http://mediabiasfactcheck.com/conservative-hq/,conservative-hq,http://www.conservativehq.com/,right
http://mediabiasfactcheck.com/conservative-info-corner/,conservative-info-corner,https://www.conservativeinfocorner.us/,extremeright
http://mediabiasfactcheck.com/conservative-outfitters/,conservative-outfitters,https://www.conservativeoutfitters.com/blogs/news,right
http://mediabiasfactcheck.com/conservative-post/,conservative-post,https://conservativepost.com,extremeright
http://mediabiasfactcheck.com/conservative-review/,conservative-review,https://www.conservativereview.com/,right
http://mediabiasfactcheck.com/conservative-spirit/,conservative-spirit,http://conservativespirit.com/,extremeright
http://mediabiasfactcheck.com/conservative-tribune/,conservative-tribune,https://www.westernjournal.com/ct/,extremeright
http://mediabiasfactcheck.com/consortium-news/,consortium-news,https://consortiumnews.com/,center
http://mediabiasfactcheck.com/constitution-project/,constitution-project,http://www.constitutionproject.org/,center
http://mediabiasfactcheck.com/constitution-rising/,constitution-rising,http://rickwells.us/,extremeright
http://mediabiasfactcheck.com/consumerist/,consumerist,https://consumerist.com/,center
http://mediabiasfactcheck.com/controversial-times/,controversial-times,http://controversialtimes.com/,right
http://mediabiasfactcheck.com/cook-political-report/,cook-political-report,http://cookpolitical.com/,center
http://mediabiasfactcheck.com/cosmopolitan/,cosmopolitan,http://www.cosmopolitan.com/,left
http://mediabiasfactcheck.com/council-for-the-national-interest/,council-for-the-national-interest,http://www.councilforthenationalinterest.org/,leftcenter
http://mediabiasfactcheck.com/council-on-foreign-relations/,council-on-foreign-relations,http://www.cfr.org/,right-center
http://mediabiasfactcheck.com/countable-news/,countable-news,https://www.countable.us,center
http://mediabiasfactcheck.com/countercurrents-org/,countercurrents-org,http://www.countercurrents.org/,left
http://mediabiasfactcheck.com/counterpunch/,counterpunch,http://www.counterpunch.org/,left
http://mediabiasfactcheck.com/credo-action/,credo-action,http://credoaction.com/,leftcenter
http://mediabiasfactcheck.com/crime-prevention-research-center/,crime-prevention-research-center,http://crimeresearch.org/,right
http://mediabiasfactcheck.com/crimethinc/,crimethinc,https://crimethinc.com/,left
http://mediabiasfactcheck.com/crooks-and-liars/,crooks-and-liars,http://crooksandliars.com/,left
http://mediabiasfactcheck.com/crosscut-com/,crosscut-com,http://crosscut.com/,leftcenter
http://mediabiasfactcheck.com/csc-mediagroup-usa/,csc-mediagroup-usa,http://www.cscmediagroupus.com/,right
http://mediabiasfactcheck.com/ctv-news/,ctv-news,http://www.ctvnews.ca/,leftcenter
http://mediabiasfactcheck.com/current-affairs-magazine/,current-affairs-magazine,https://www.currentaffairs.org/,left
http://mediabiasfactcheck.com/daily-beast/,daily-beast,http://www.thedailybeast.com/,left
http://mediabiasfactcheck.com/daily-caller/,daily-caller,http://dailycaller.com/,right
http://mediabiasfactcheck.com/daily-dot/,daily-dot,http://www.dailydot.com/,left
http://mediabiasfactcheck.com/daily-express/,daily-express,http://www.express.co.uk/,right
http://mediabiasfactcheck.com/daily-headlines/,daily-headlines,http://dailyheadlines.net/,extremeright
http://mediabiasfactcheck.com/daily-infobox/,daily-infobox,http://www.dailyinfobox.com/,extremeright
http://mediabiasfactcheck.com/daily-kos/,daily-kos,https://www.dailykos.com/,left
http://mediabiasfactcheck.com/daily-mail/,daily-mail,http://www.dailymail.co.uk/ushome/index.html,right
http://mediabiasfactcheck.com/daily-mirror/,daily-mirror,https://www.mirror.co.uk,leftcenter
http://mediabiasfactcheck.com/daily-news-bin/,daily-news-bin,http://www.dailynewsbin.com/,left
http://mediabiasfactcheck.com/daily-press/,daily-press,http://www.dailypress.com/,right-center
http://mediabiasfactcheck.com/daily-record/,daily-record,http://www.dailyrecord.com/,center
http://mediabiasfactcheck.com/daily-sabah/,daily-sabah,http://www.dailysabah.com/,right
http://mediabiasfactcheck.com/daily-signal/,daily-signal,http://dailysignal.com/,right
http://mediabiasfactcheck.com/daily-stormer/,daily-stormer,https://dailystormer.name/,extremeright
http://mediabiasfactcheck.com/daily-surge/,daily-surge,http://dailysurge.com/,right
http://mediabiasfactcheck.com/daily-telegraph/,daily-telegraph,http://www.telegraph.co.uk/,right
http://mediabiasfactcheck.com/daily-usa-update/,daily-usa-update,http://dailyusaupdate.com/,extremeright
http://mediabiasfactcheck.com/dallas-morning-news/,dallas-morning-news,http://www.dallasnews.com/,right-center
http://mediabiasfactcheck.com/dallas-voice/,dallas-voice,http://www.dallasvoice.com/,left
http://mediabiasfactcheck.com/danger-and-play/,danger-and-play,https://www.dangerandplay.com/,extremeright
http://mediabiasfactcheck.com/david-horowitz-freedom-center/,david-horowitz-freedom-center,http://www.horowitzfreedomcenter.org/,right
http://mediabiasfactcheck.com/dc-gazette/,dc-gazette,http://thedcgazette.com/,extremeright
http://mediabiasfactcheck.com/dc-statesman/,dc-statesman,http://www.dcstatesman.com/,right
http://mediabiasfactcheck.com/dcreport-org/,dcreport-org,https://www.dcreport.org/,leftcenter
http://mediabiasfactcheck.com/dead-state/,dead-state,http://deadstate.org/,left
http://mediabiasfactcheck.com/deadline-hollywood/,deadline-hollywood,http://deadline.com/,leftcenter
http://mediabiasfactcheck.com/deathandtaxes/,deathandtaxes,,left
http://mediabiasfactcheck.com/debate-post/,debate-post,http://debatepost.com/,right
http://mediabiasfactcheck.com/defense-one/,defense-one,http://www.defenseone.com/,center
http://mediabiasfactcheck.com/democracy-now/,democracy-now,http://www.democracynow.org/,left
http://mediabiasfactcheck.com/democrat-and-chronicle/,democrat-and-chronicle,http://www.democratandchronicle.com/,leftcenter
http://mediabiasfactcheck.com/democratic-moms/,democratic-moms,http://democraticmoms.com/,extremeleft
http://mediabiasfactcheck.com/democratic-review/,democratic-review,http://democraticreview.com/,extremeleft
http://mediabiasfactcheck.com/democratic-underground/,democratic-underground,http://www.democraticunderground.com/,left
http://mediabiasfactcheck.com/denver-post/,denver-post,http://www.denverpost.com/,leftcenter
http://mediabiasfactcheck.com/departed-maganews-com/,departed-maganews-com,http://trumpers.online/,extremeleft
http://mediabiasfactcheck.com/deseret-news/,deseret-news,http://www.deseretnews.com/,right-center
http://mediabiasfactcheck.com/desert-sun/,desert-sun,http://www.desertsun.com/,right-center
http://mediabiasfactcheck.com/desmog/,desmog,https://www.desmogblog.com/,left
http://mediabiasfactcheck.com/detroit-free-press/,detroit-free-press,http://www.freep.com/,leftcenter
http://mediabiasfactcheck.com/detroit-news/,detroit-news,https://www.detroitnews.com/,right-center
http://mediabiasfactcheck.com/die-hard-democrat/,die-hard-democrat,http://dieharddemocrat.com/,left
http://mediabiasfactcheck.com/digg/,digg,http://digg.com/,leftcenter
http://mediabiasfactcheck.com/discover-the-networks/,discover-the-networks,http://www.discoverthenetworks.org/,right
http://mediabiasfactcheck.com/dissent-magazine/,dissent-magazine,https://www.dissentmagazine.org/,left
http://mediabiasfactcheck.com/donald-trump-news/,donald-trump-news,http://donaldtrumpnews.co/,extremeright
http://mediabiasfactcheck.com/donald-trump-potus-45/,donald-trump-potus-45,http://donaldtrumppotus45.com/,extremeright
http://mediabiasfactcheck.com/downtrend/,downtrend,http://downtrend.com/,extremeright
http://mediabiasfactcheck.com/draining-the-swamp/,draining-the-swamp,http://www.drainingtheswamp.info/,extremeright
http://mediabiasfactcheck.com/drudge-report/,drudge-report,http://www.drudgereport.com/,extremeright
http://mediabiasfactcheck.com/drudge-retort/,drudge-retort,http://www.drudge.com/,left
